array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
252448_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47050	glycosyl hydrolase family 3 protein	3	17328099	17328703
252449_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47060	ftsh7 (FtsH protease 7); ATP-dependent peptidase/ ATPase/ metallopeptidase	3	17335831	17336594
252450_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47090;AT3G47580	[AT3G47090, leucine-rich repeat transmembrane protein kinase, putative];[AT3G47580, leucine-rich repeat transmembrane protein kinase, putative]	[AT3G47090, 3];[AT3G47580, 3]	[AT3G47090, 17342139];[AT3G47580, 17535149]	[AT3G47090, 17342189];[AT3G47580, 17535199]
252451_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47100	unknown protein	3	17345570	17345836
252452_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47110	leucine-rich repeat transmembrane protein kinase, putative	3	17347194	17347799
252453_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47120	RNA recognition motif (RRM)-containing protein	3	17351431	17352191
252454_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47130	F-box family protein-related	3	17354304	17354837
252455_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47140	F-box family protein-related	3	17357237	17357801
252456_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47170	transferase family protein	3	17368672	17369221
252457_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47180	zinc finger (C3HC4-type RING finger) family protein	3	17372885	17373405
252458_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47210	unknown protein	3	17386393	17386966
252459_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47290;AT3G47220	[AT3G47290, phosphoinositide-specific phospholipase C family protein];[AT3G47220, phosphoinositide-specific phospholipase C family protein]	[AT3G47290, 3];[AT3G47220, 3]	[AT3G47290, 17422675];[AT3G47220, 17389780]	[AT3G47290, 17423329];[AT3G47220, 17390443]
252460_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47230	transposable element gene	3	17392099	17392967
252461_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47240	transposable element gene	3	17393886	17394724
252462_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47250	unknown protein	3	17400130	17400704
252463_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47070	unknown protein	3	17337229	17337501
252464_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47160	protein binding / zinc ion binding	3	17360244	17361046
252465_x_at	oligonucleotide	Arabidopsis thaliana	no	AT3G44500;AT3G47260;AT3G30440	[AT3G44500, transposable element gene];[AT3G47260, transposable element gene];[AT3G30440, transposable element gene]	[AT3G44500, 3];[AT3G47260, 3];[AT3G30440, 3]	[AT3G44500, 16104740];[AT3G47260, 17406486];[AT3G30440, 12080535]	[AT3G44500, 16106057];[AT3G47260, 17407803];[AT3G30440, 12081851]
252466_x_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47270;AT1G32830	[AT3G47270, transposable element gene];[AT1G32830, transposable element gene]	[AT3G47270, 3];[AT1G32830, 1]	[AT3G47270, 17412995];[AT1G32830, 11891336]	[AT3G47270, 17413658];[AT1G32830, 11891999]
252467_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47080	binding	3	17338441	17339136
252468_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46970	PHS2 (ALPHA-GLUCAN PHOSPHORYLASE 2); phosphorylase/ transferase, transferring glycosyl groups	3	17301628	17302365
252469_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46920	protein kinase family protein	3	17280435	17281402
252470_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46930	protein kinase family protein	3	17287307	17288024
252471_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46820	TOPP5; protein serine/threonine phosphatase	3	17242456	17243001
252472_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46830	ATRABA2C (ARABIDOPSIS RAB GTPASE HOMOLOG A2C); GTP binding	3	17246706	17247180
252473_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46610;AT5G14350	[AT3G46610, pentatricopeptide (PPR) repeat-containing protein];[AT5G14350, FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: pentatricopeptide (PPR) repeat-containing protein (TAIR:AT3G46610.1).]	[AT3G46610, 3];[AT5G14350, 5]	[AT3G46610, 17160560];[AT5G14350, 4627263]	[AT3G46610, 17160659];[AT5G14350, 4627362]
252474_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46620	zinc finger (C3HC4-type RING finger) family protein	3	17178920	17179391
252475_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G59570;AT3G46640	[AT5G59570, myb family transcription factor];[AT3G46640, PCL1 (PHYTOCLOCK 1); DNA binding / transcription factor]	[AT5G59570, 5];[AT3G46640, 3]	[AT5G59570, 24004467];[AT3G46640, 17183677]	[AT5G59570, 24004891];[AT3G46640, 17184167]
252477_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46680	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	17195318	17195877
252478_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46540	epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related	3	17134254	17134890
252479_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46560	TIM9; P-P-bond-hydrolysis-driven protein transmembrane transporter	3	17138642	17139292
252480_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46580	MBD5 (METHYL-CPG-BINDING DOMAIN PROTEIN 5); DNA binding / methyl-CpG binding	3	17148440	17149315
252481_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46630	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: defective chloroplasts and leaves protein-related / DCL protein-related (TAIR:AT1G45230.1); Has 102 Blast hits to 102 proteins in 23 species: Archae - 0; Bacteria - 7; Metazoa - 0; Fungi - 0; Plants - 88; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).	3	17181180	17182305
252482_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46670	UGT76E11 (UDP-GLUCOSYL TRANSFERASE 76E11); UDP-glycosyltransferase/ quercetin 3-O-glucosyltransferase/ quercetin 7-O-glucosyltransferase/ transferase, transferring glycosyl groups	3	17192807	17193361
252483_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46600	scarecrow transcription factor family protein	3	17159278	17159779
252484_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46690	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	17197777	17198307
252485_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46530	RPP13 (RECOGNITION OF PERONOSPORA PARASITICA 13); ATP binding	3	17130742	17131304
252486_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46510	PUB13 (PLANT U-BOX 13); ubiquitin-protein ligase	3	17124204	17124674
252487_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46660	UGT76E12 (UDP-GLUCOSYL TRANSFERASE 76E12); UDP-glycosyltransferase/ quercetin 3-O-glucosyltransferase/ quercetin 7-O-glucosyltransferase/ transferase, transferring glycosyl groups	3	17189409	17189913
252488_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46700	UDP-glycosyltransferase/ transferase, transferring glycosyl groups	3	17200449	17200973
252489_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46710	disease resistance protein (CC-NBS-LRR class), putative	3	17206495	17207088
252490_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46720	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	17210947	17211463
252491_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46730	disease resistance protein (CC-NBS class), putative	3	17213069	17213617
252492_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46740	TOC75-III (TRANSLOCON AT THE OUTER ENVELOPE MEMBRANE OF CHLOROPLASTS 75-III); P-P-bond-hydrolysis-driven protein transmembrane transporter	3	17216114	17216873
252493_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46750	unknown protein	3	17220824	17221298
252494_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46760	protein kinase family protein	3	17222492	17223037
252495_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46770	transcriptional factor B3 family protein	3	17224571	17225316
252496_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46790	CRR2 (CHLORORESPIRATORY REDUCTION 2)	3	17232010	17232541
252497_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46800	DC1 domain-containing protein	3	17234506	17235082
252498_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46810	DC1 domain-containing protein	3	17238475	17239011
252499_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46840;AT3G46850	[AT3G46840, subtilase family protein];[AT3G46850, subtilase family protein]	[AT3G46840, 3];[AT3G46850, 3]	[AT3G46840, 17253578];[AT3G46850, 17258913]	[AT3G46840, 17254091];[AT3G46850, 17259426]
252500_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46860	serine protease inhibitor, potato inhibitor I-type family protein	3	17260254	17260599
252501_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46880	unknown protein	3	17265305	17266226
252502_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46900	COPT2; copper ion transmembrane transporter/ high affinity copper ion transmembrane transporter	3	17269014	17269331
252503_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46910	ubiquitin protein ligase binding	3	17279041	17279579
252504_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46590	TRFL1 (TRF-LIKE 1); DNA bending/ DNA binding / telomeric DNA binding	3	17155148	17155943
252505_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46170	short-chain dehydrogenase/reductase (SDR) family protein	3	16952757	16953136
252506_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46180	UTR5 (UDP-GALACTOSE TRANSPORTER 5); galactose transmembrane transporter	3	16954676	16956053
252507_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46200	aTNUDT9 (Arabidopsis thaliana Nudix hydrolase homolog 9); hydrolase	3	16970165	16970984
252508_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46210	3' exoribonuclease family domain 1-containing protein	3	16977006	16978005
252509_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46240	protein kinase-related	3	16985846	16986865
252510_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46270	receptor protein kinase-related	3	17001918	17001954
252511_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46280	protein kinase-related	3	17006874	17007789
252512_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46290	protein kinase, putative	3	17014903	17015428
252513_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46220	unknown protein	3	16983003	16983939
252514_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46060	ATRAB8A; GTP binding	3	16918182	16919723
252515_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46230	ATHSP17.4	3	16984276	16984733
252516_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46100	ATHRS1 (HISTIDYL-TRNA SYNTHETASE 1); histidine-tRNA ligase	3	16928468	16929099
252517_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46340	leucine-rich repeat protein kinase, putative	3	17031159	17031836
252518_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46350	leucine-rich repeat protein kinase, putative	3	17041010	17041674
252519_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46360	unknown protein	3	17042219	17043459
252520_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46370	leucine-rich repeat protein kinase, putative	3	17054872	17055501
252521_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46380	unknown protein	3	17059224	17059862
252522_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46390	unknown protein	3	17071578	17071681
252523_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46400	leucine-rich repeat protein kinase, putative	3	17076633	17077325
252524_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46430	unknown protein	3	17087700	17088497
252525_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46450	SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein	3	17093336	17093998
252526_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46480	iron ion binding / oxidoreductase/ oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	3	17103838	17105566
252527_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46440	UXS5; UDP-glucuronate decarboxylase/ catalytic	3	17089268	17090297
252528_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46460	UBC13 (ubiquitin-conjugating enzyme 13); ubiquitin-protein ligase	3	17096338	17097314
252529_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46490	iron ion binding / oxidoreductase/ oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	3	17116164	17119263
252530_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46500	oxidoreductase, 2OG-Fe(II) oxygenase family protein	3	17120831	17122386
252531_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46520	ACT12 (ACTIN-12); structural constituent of cytoskeleton	3	17129293	17129966
252532_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46570	glycosyl hydrolase family 17 protein	3	17145916	17146334
252533_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46110	unknown protein	3	16932856	16933555
252534_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46130	MYB111 (MYB DOMAIN PROTEIN 111); DNA binding / transcription factor	3	16945697	16946375
252535_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46150	unknown protein	3	16949617	16950136
252536_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45700	proton-dependent oligopeptide transport (POT) family protein	3	16780471	16780901
252537_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45710	proton-dependent oligopeptide transport (POT) family protein	3	16784052	16784453
252538_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45720	proton-dependent oligopeptide transport (POT) family protein	3	16786384	16786893
252539_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45730	unknown protein	3	16790079	16790275
252540_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45740	hydrolase family protein / HAD-superfamily protein	3	16792104	16793272
252541_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45750	unknown protein	3	16793873	16794449
252542_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45770	oxidoreductase, zinc-binding dehydrogenase family protein	3	16805798	16806773
252543_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45780	PHOT1 (PHOTOTROPIN 1); FMN binding / blue light photoreceptor/ kinase/ protein binding / protein serine/threonine kinase	3	16822992	16823894
252544_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45810	ferric reductase-like transmembrane component family protein	3	16833609	16834608
252545_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45820	unknown protein	3	16840039	16840863
252546_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45830	unknown protein	3	16844587	16845116
252548_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45850	kinesin motor protein-related	3	16855837	16856638
252549_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45860	receptor-like protein kinase, putative	3	16863430	16864174
252550_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45870	integral membrane family protein / nodulin MtN21-related	3	16867897	16868693
252551_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45880	INVOLVED IN: phospholipid biosynthetic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: shoot apex, root, seed; EXPRESSED DURING: E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Transcription factor jumonji/aspartyl beta-hydroxylase (InterPro:IPR003347); BEST Arabidopsis thaliana protein match is: transcription factor jumonji (jmjC) domain-containing protein (TAIR:AT5G19840.1); Has 836 Blast hits to 833 proteins in 185 species: Archae - 0; Bacteria - 185; Metazoa - 390; Fungi - 96; Plants - 69; Viruses - 0; Other Eukaryotes - 96 (source: NCBI BLink).	3	16869202	16870756
252552_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45900	unknown protein	3	16874566	16875165
252553_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45910	unknown protein	3	16876454	16876996
252554_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46330;AT3G45920	[AT3G46330, MEE39 (maternal effect embryo arrest 39); kinase];[AT3G45920, receptor protein kinase-related]	[AT3G46330, 3];[AT3G45920, 3]	[AT3G46330, 17020892];[AT3G45920, 16882332]	[AT3G46330, 17021421];[AT3G45920, 16882866]
252555_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45940	alpha-xylosidase, putative	3	16886228	16886855
252556_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45950	splicing factor-related	3	16889465	16889922
252557_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45960	ATEXLA3 (arabidopsis thaliana expansin-like a3)	3	16893152	16893755
252558_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45990	actin-depolymerizing factor, putative	3	16900778	16904089
252559_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46020	RNA-binding protein, putative	3	16912516	16913237
252560_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46030	HTB11; DNA binding	3	16913621	16913992
252561_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45980	HTB9; DNA binding	3	16897500	16897905
252562_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46320;AT3G45930	[AT3G46320, histone H4];[AT3G45930, histone H4]	[AT3G46320, 3];[AT3G45930, 3]	[AT3G46320, 17020072];[AT3G45930, 16883408]	[AT3G46320, 17020336];[AT3G45930, 16883672]
252563_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45970	ATEXLA1 (ARABIDOPSIS THALIANA EXPANSIN-LIKE A1)	3	16896555	16897177
252564_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46010	ADF1 (ACTIN DEPOLYMERIZING FACTOR 1); actin binding	3	16909679	16910198
252565_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46000	ADF2 (ACTIN DEPOLYMERIZING FACTOR 2); actin binding	3	16907743	16908234
252566_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46040	RPS15AD (ribosomal protein S15A D); structural constituent of ribosome	3	16914902	16915528
252567_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46070	zinc finger (C2H2 type) family protein	3	16920478	16920935
252568_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45410	lectin protein kinase family protein	3	16654030	16654609
252569_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45420	lectin protein kinase family protein	3	16657285	16657761
252570_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45300	IVD (ISOVALERYL-COA-DEHYDROGENASE); ATP binding / isovaleryl-CoA dehydrogenase	3	16621669	16623143
252571_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45280	SYP72 (SYNTAXIN OF PLANTS 72); protein transporter	3	16611565	16612500
